@relation 'mobile_price_replacedwQuestionMark-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R12,16'

@attribute battery_power numeric
@attribute blue {0,1}
@attribute clock_speed numeric
@attribute dual_sim {0,1}
@attribute fc numeric
@attribute four_g {0,1}
@attribute int_memory numeric
@attribute m_dep numeric
@attribute mobile_wt numeric
@attribute n_cores numeric
@attribute pc numeric
@attribute px_width numeric
@attribute ram numeric
@attribute sc_h numeric
@attribute talk_time numeric
@attribute touch_screen {0,1}
@attribute wifi {0,1}
@attribute price_category {0,1}

@data
1253,1,0.5,1,5,1,5,0.2,152,2,19,714,1878,15,4,1,0,0
1656,0,1,0,5,1,34,0.1,166,3,7,1456,1629,15,14,1,0,0
1195,1,2.8,0,1,1,20,0.8,110,2,14,1652,504,9,12,1,0,0
1514,0,2.9,0,0,0,27,0.2,118,3,1,1810,1152,8,20,1,1,0
1723,1,1.1,1,1,0,42,1,164,8,14,1791,3587,10,3,0,0,1
1054,1,1.8,1,3,1,40,0.8,196,7,10,774,2296,16,12,0,1,0
578,1,2.6,1,2,1,57,0.2,162,8,8,1433,1270,15,5,0,1,0
596,0,2.1,1,9,0,64,0.8,111,8,15,1854,3238,16,10,0,0,1
1547,1,3,1,2,1,14,0.7,198,3,19,1832,2059,5,15,0,1,0
1760,0,1.4,1,5,0,63,0.8,127,8,19,1383,2053,19,16,1,0,0
1654,1,1.5,1,0,1,43,0.3,109,2,0,629,3112,12,10,1,0,1
1457,0,1.9,1,1,1,16,0.3,102,3,10,1287,1440,17,12,0,1,0
1073,1,0.5,1,0,0,51,0.5,145,7,0,804,2908,6,18,1,0,0
1936,0,2.1,1,10,1,46,0.6,104,3,20,1036,2552,14,13,0,0,0
823,1,2.7,1,13,0,60,0.5,148,8,19,1449,905,14,17,1,1,0
987,0,1.3,1,0,1,61,0.4,107,3,9,820,3963,9,20,0,1,1
1757,0,0.5,0,8,0,49,0.5,180,6,14,713,2056,7,4,0,0,0
1063,0,1.4,1,2,1,48,1,128,5,4,683,2910,15,9,1,1,0
1484,0,3,0,3,0,12,0.6,134,3,5,969,1457,14,20,1,0,0
799,1,2.3,0,1,1,63,0.8,144,8,6,975,431,15,6,1,1,0
1156,1,1.2,1,0,1,50,0.8,159,2,0,547,470,7,15,1,0,0
1720,0,2,0,15,1,55,0.5,168,2,18,1353,2148,14,5,1,1,0
702,0,2.6,1,2,1,9,0.7,141,3,3,1570,2955,10,19,0,0,0
616,0,1.9,1,13,1,44,0.8,81,3,17,1618,3366,18,13,1,0,1
1358,1,0.5,0,11,1,36,0.3,155,4,14,1858,3068,9,4,1,0,1
1866,0,1.4,0,0,0,30,0.5,182,3,0,1781,3834,16,8,0,0,1
1242,0,1.1,1,0,0,10,0.6,165,2,1,1225,1050,11,4,0,1,0
1166,0,1.5,1,0,1,43,0.8,80,4,1,603,3993,7,7,1,0,1
1448,1,0.5,1,6,1,45,0.8,138,7,11,1724,3378,13,2,1,1,1
1407,1,2.4,0,1,1,22,0.7,104,4,4,1217,2192,9,13,0,1,0
605,0,1,0,8,1,9,0.1,142,3,16,1026,392,15,4,0,0,0
1038,0,1.2,0,3,0,43,0.7,141,1,5,638,3709,11,12,1,1,1
797,1,2.9,1,4,0,38,0.5,90,4,6,1413,590,9,6,1,0,0
819,0,0.6,1,8,1,42,0.9,188,6,20,1242,1814,5,13,0,1,0
1114,0,2.8,0,4,1,9,0.4,197,3,15,1071,907,10,17,1,0,0
1234,1,1.6,1,1,0,33,0.6,172,1,3,778,1449,11,6,0,1,0
1199,1,2.5,1,15,1,16,0.2,116,4,20,1552,3448,17,10,0,1,1
1103,0,1,1,6,0,29,0.7,111,6,8,1486,1837,8,16,1,1,0
1589,1,0.6,1,0,1,58,0.9,85,7,7,1206,3464,19,6,1,1,1
999,0,2.9,1,11,1,64,0.2,199,4,19,1616,2593,14,16,1,0,0
1510,1,0.9,1,2,0,45,0.9,180,5,3,1752,3484,9,11,1,1,1
1008,0,0.8,0,11,0,61,1,114,3,15,1122,2009,10,11,0,0,0
1127,1,2.9,1,5,1,57,0.8,163,1,13,1049,2048,11,17,1,1,0
1412,1,2.4,0,5,0,25,0.8,96,8,17,1894,837,15,4,0,1,0
1496,1,2,1,4,0,42,0.5,182,5,5,741,854,16,7,1,1,0
1083,1,2.9,1,1,1,64,0.8,178,3,11,1118,3210,13,4,0,0,1
668,0,0.5,1,0,0,3,0.1,155,5,13,1203,2746,9,8,1,1,0
1309,0,1.1,1,0,0,33,0.5,100,4,14,1402,2334,10,11,0,1,0
1724,0,2,1,2,1,57,0.5,177,3,5,1924,2822,19,16,1,0,1
1977,1,2,1,7,1,54,1,171,7,18,1242,1971,18,14,1,0,0
885,0,2.3,1,0,1,15,0.4,103,7,0,802,1410,16,5,1,1,0
879,1,2.5,0,11,1,14,0.7,83,6,15,1105,349,16,2,0,1,0
1322,0,1.7,1,6,0,7,0.8,140,3,9,1990,1418,19,12,1,0,0
1137,1,1,0,18,0,7,1,196,3,19,1179,3616,13,12,1,1,1
1355,0,2.3,0,10,1,23,0.2,132,5,16,891,880,19,8,1,0,0
1665,1,0.5,0,3,1,60,0.2,194,6,18,1684,1601,18,14,0,0,0
657,0,2.5,0,0,0,37,0.7,141,2,1,961,1412,14,18,1,0,0
593,0,0.5,0,6,0,31,0.4,156,7,7,1317,1692,6,7,0,0,0
1883,1,0.5,0,3,1,10,0.3,146,6,13,1739,2600,16,20,0,0,1
1732,1,1.1,0,4,1,12,0.8,119,8,9,881,1308,16,11,0,1,0
543,0,0.5,0,0,0,57,0.7,192,5,4,984,2413,17,15,0,0,0
1939,1,2.8,1,0,1,55,0.6,199,4,10,520,1047,14,18,1,0,0
553,0,2.4,1,1,1,8,0.5,121,7,3,902,1204,11,8,1,1,0
832,0,0.7,1,2,1,39,0.7,103,4,3,1504,1799,5,11,0,1,0
1661,0,1.9,1,5,0,23,1,172,5,10,1634,2676,12,11,1,1,1
1657,1,2.4,0,3,0,42,0.1,198,5,16,1796,2597,18,14,0,0,1
1135,1,2,1,0,0,46,0.3,83,1,4,1846,3029,19,9,1,1,1
1775,1,1.5,0,3,0,41,0.1,163,1,7,1869,2343,19,14,1,1,1
783,0,1.8,1,0,1,43,1,106,3,4,1471,2016,16,18,1,0,0
617,1,2.3,0,0,0,32,0.5,199,7,20,874,2213,18,7,0,0,0
867,0,1.4,1,0,1,4,0.7,135,6,1,1974,790,13,3,1,0,0
1310,1,1.1,1,13,0,7,1,194,5,14,513,3182,8,5,1,0,0
1804,0,0.5,0,9,1,22,0.6,153,7,19,1244,3472,9,20,0,1,1
1900,1,2.3,0,1,1,18,0.2,89,7,9,1661,2871,12,13,1,1,1
909,1,1.4,0,0,0,53,0.3,82,8,0,973,3187,12,4,0,0,0
1084,1,2.6,0,3,1,40,0.9,107,3,11,771,1945,15,10,1,0,0
1308,0,1.3,1,8,0,46,0.9,199,1,12,989,488,5,9,1,0,0
1778,0,0.5,0,0,0,15,0.5,102,3,0,1954,1214,5,14,0,0,0
1701,1,1.6,1,3,0,10,0.3,194,8,7,1338,2598,12,6,1,0,0
772,1,2.4,1,1,1,10,0.5,80,4,2,1712,3242,18,4,1,0,1
825,1,0.5,1,7,0,52,0.9,130,3,10,863,3534,10,6,1,0,1
1379,0,1.1,0,5,1,36,0.8,200,2,7,1376,3426,5,17,1,1,1
1166,0,2,0,3,1,25,0.8,198,5,4,1203,2488,13,15,0,0,0
1659,0,2.8,0,5,0,16,0.6,89,1,20,902,3255,19,9,0,1,1
826,1,2.4,1,0,1,58,0.3,88,4,1,786,2863,9,18,0,1,0
1564,0,2.3,0,4,1,25,0.5,189,6,17,1965,1496,6,7,1,1,0
1957,0,0.9,1,11,0,31,0.6,181,3,16,1732,3801,12,7,0,1,1
1571,0,1.4,0,0,1,19,0.1,100,6,1,1398,666,12,13,1,0,0
1414,0,2,1,2,0,54,0.8,99,7,3,829,3799,17,7,0,1,1
1790,0,2.5,1,9,0,2,0.1,184,1,14,792,1366,7,20,1,1,0
645,0,0.5,0,1,0,41,1,197,7,10,580,2962,12,4,1,1,0
668,0,2.9,1,7,0,30,0.2,195,8,12,1056,2399,10,7,1,1,0
1652,1,1.1,1,1,0,36,0.7,89,4,5,1264,2338,12,20,0,0,0
1213,1,0.5,0,0,0,16,0.5,108,5,0,1248,2700,12,9,0,1,0
1272,1,2.5,1,0,0,22,0.9,133,6,8,669,2235,19,4,0,0,0
866,0,0.5,1,5,1,46,0.5,179,8,7,1686,3825,12,2,1,1,1
536,0,2.4,1,12,1,3,0.3,182,7,14,1539,284,12,4,1,0,0
523,0,2.6,1,1,0,14,0.1,155,8,2,1042,1427,9,9,1,0,0
1753,0,0.5,1,0,1,31,0.1,134,1,18,1926,1324,17,17,0,1,0
1218,0,1.8,1,1,1,14,0.5,147,3,4,616,398,17,5,0,0,0
1537,1,2.5,0,4,1,43,0.3,137,1,5,1131,3685,18,17,1,1,1
786,0,2.2,1,0,0,33,0.5,141,7,6,1697,2390,12,5,0,1,0
1678,0,2.1,0,3,1,64,0.9,134,3,11,536,278,19,10,1,0,0
1814,0,1.4,1,1,1,9,0.4,141,2,2,786,3556,18,16,0,0,1
1101,0,1.8,0,0,0,31,0.2,148,2,7,1269,2196,12,19,1,1,0
1461,0,2.4,1,3,1,40,0.5,141,7,4,1298,3799,16,4,0,0,1
1216,0,3,0,4,0,47,0.4,199,3,7,1967,2268,13,4,1,1,0
506,0,1.6,0,6,1,41,0.8,159,1,7,1025,2965,13,15,0,0,0
843,1,0.5,0,1,1,56,0.1,147,5,17,800,2341,10,20,1,1,0
742,0,2.2,1,4,0,56,0.2,190,7,14,1359,3557,16,12,1,1,1
1692,1,2.1,0,3,1,61,0.9,176,6,12,1996,1354,16,19,0,0,0
1485,0,1,0,2,1,32,0.7,84,2,9,1013,2147,19,11,1,0,0
1547,0,2.9,1,6,0,45,0.7,166,2,8,590,505,12,3,1,1,0
1692,0,2.3,1,4,1,46,0.9,139,1,6,1925,1394,16,6,1,0,0
637,0,2.3,0,3,1,60,0.8,97,4,4,1989,374,18,8,0,1,0
1224,0,0.5,0,16,1,6,0.4,109,6,18,826,506,10,11,1,1,0
1356,0,2.8,0,0,0,29,0.5,198,6,0,1983,3702,17,19,0,0,1
1840,0,0.5,1,12,0,34,0.7,142,1,16,1545,1078,8,10,0,0,0
1481,1,0.7,1,4,1,37,0.6,96,5,13,1533,2945,10,16,1,1,0
961,1,1.5,1,10,0,51,0.3,152,6,16,621,2981,15,7,1,1,0
1296,0,0.9,1,0,1,14,0.5,124,5,3,1272,490,7,4,1,1,0
1193,0,0.9,0,11,0,26,0.5,166,1,20,1729,536,17,4,0,1,0
1441,0,2.1,1,11,1,3,0.1,118,8,17,1071,2317,16,7,0,1,0
517,0,1.4,1,3,1,33,0.8,183,4,8,974,3704,17,11,0,1,1
748,1,1.7,0,0,1,27,0.9,150,8,4,1554,2126,18,7,0,0,0
1126,1,2.4,0,2,1,10,0.4,160,6,3,1611,2050,7,12,1,1,0
1572,0,0.6,0,0,1,58,0.2,157,7,8,1937,2462,12,10,0,0,1
1569,0,2.8,1,17,0,44,0.3,110,4,20,1942,1260,9,17,0,0,0
1270,1,0.6,1,2,1,32,0.5,101,7,6,845,3770,5,13,1,0,1
1854,0,3,0,2,1,8,0.1,101,5,5,627,1886,17,20,1,0,0
625,1,1.2,1,5,1,10,0.2,183,4,8,842,3323,9,7,1,1,0
1577,0,0.5,1,0,1,42,0.3,197,5,4,1737,2060,19,12,0,0,0
534,0,0.5,1,0,1,16,1,189,5,1,1199,3926,16,20,0,0,1
946,0,1.7,1,8,1,25,0.8,143,6,15,1740,2177,7,13,1,1,0
685,0,0.5,0,2,0,29,0.8,93,7,10,648,728,14,4,0,1,0
1949,0,1.3,1,0,0,23,0.1,101,5,1,1136,2478,14,20,0,0,1
947,0,0.8,1,0,1,22,0.1,197,2,13,1220,2842,16,2,0,0,0
801,1,2.2,1,2,0,63,0.4,165,7,4,879,1617,17,19,0,1,0
703,1,2.7,0,12,1,30,0.3,113,1,20,1065,1472,14,7,0,0,0
1165,1,2.4,0,11,0,41,0.2,178,6,12,831,764,19,15,0,0,0
1082,0,0.8,0,0,0,38,0.1,198,8,5,1191,2337,6,17,1,1,0
959,1,2.6,1,15,0,20,1,84,4,19,1631,3965,16,6,0,0,1
1502,1,1.2,0,0,0,54,0.2,138,5,12,588,3693,17,16,1,0,1
1380,1,2.1,1,1,1,4,0.8,92,3,13,500,797,13,15,1,0,0
1266,0,0.5,0,0,1,5,0.1,95,6,9,1698,1687,11,18,0,0,0
1934,1,2.6,1,0,1,46,0.1,103,1,17,1299,2940,13,2,1,1,1
1905,1,0.5,0,3,1,6,0.5,151,1,5,898,1545,9,10,1,0,0
1831,0,1.4,1,2,0,43,0.9,150,5,5,1381,3834,17,13,1,1,1
596,0,1.4,0,8,0,46,0.6,165,1,18,984,2505,15,15,1,0,0
1562,1,1.3,1,1,1,7,0.2,190,5,15,1533,2243,12,6,0,0,0
1490,1,0.5,1,4,1,64,0.3,150,8,8,1464,3600,17,7,1,1,1
1523,1,2.4,0,5,1,57,0.2,117,2,6,539,3971,18,10,1,1,1
640,0,0.6,0,0,0,20,0.1,163,4,15,1179,2844,7,18,1,0,0
1526,0,2.1,0,1,1,23,0.2,117,7,8,751,2227,18,3,1,0,0
1989,0,2.5,1,0,1,41,0.8,94,3,13,1497,1665,17,12,1,1,0
1308,0,1.9,0,0,1,61,0.7,106,3,7,1215,3355,15,4,0,1,1
609,0,0.5,0,3,0,26,0.3,93,4,4,1948,1866,11,14,1,1,0
1905,0,0.6,1,9,1,36,0.4,119,3,20,1542,1287,13,16,0,0,0
1703,1,0.5,0,0,1,22,0.6,192,1,0,1235,1046,5,13,0,1,0
1445,1,2.4,1,7,1,20,0.4,173,7,15,1345,1441,7,13,1,1,0
1087,0,1.3,0,0,1,16,0.3,166,3,9,589,690,14,6,0,1,0
671,0,0.9,1,10,0,30,0.7,105,7,17,1182,2504,6,15,0,0,0
1472,1,2.3,0,6,0,61,0.1,168,6,19,1052,2677,19,8,0,0,0
765,0,0.5,1,0,1,47,0.3,115,8,1,1429,2243,11,4,0,1,0
1642,0,0.5,1,16,1,8,0.3,171,6,17,873,2984,13,17,0,1,0
1265,0,1.5,0,7,0,49,0.7,182,5,16,836,1362,5,12,0,1,0
664,1,1.1,1,1,1,51,0.1,110,7,4,1478,3629,19,6,1,1,1
1277,1,0.5,1,0,1,35,0.4,142,6,6,1460,3559,18,6,1,0,1
1395,0,1.8,1,0,0,23,0.1,111,3,1,705,2571,11,13,0,1,0
1539,1,2.6,0,0,0,41,0.1,159,8,0,1666,2107,15,10,0,1,0
1049,1,2.2,0,9,0,63,0.5,135,5,17,1077,1022,11,13,0,0,0
1827,0,1.7,0,4,1,39,0.5,128,5,16,1020,2844,14,10,1,0,0
903,0,1,1,0,1,50,0.4,91,1,0,1235,711,9,10,1,0,0
1987,1,0.5,0,3,1,53,1,181,3,7,1516,3117,18,8,1,1,1
1154,0,1.2,1,0,1,49,0.2,181,8,2,1499,978,5,7,0,1,0
1336,0,0.9,0,5,1,17,0.2,194,5,9,583,1869,13,16,1,1,0
1886,0,0.5,0,0,1,24,0.4,112,3,1,1958,1179,16,20,0,1,0
1551,0,1.1,0,4,0,51,0.1,88,5,6,1995,3844,11,4,1,0,1
850,1,1.6,1,6,1,29,0.5,133,5,19,642,593,19,10,0,1,0
660,0,0.5,0,5,1,40,0.5,111,2,10,1178,588,6,18,1,1,0
1225,1,2.1,1,8,0,13,0.5,116,4,12,1404,3836,12,11,0,0,1
1452,1,0.5,1,1,1,25,0.9,123,6,11,1040,2669,12,13,0,0,0
1686,1,2.8,1,3,0,38,0.1,166,4,4,1453,2958,14,2,0,0,1
1634,1,1.4,0,1,1,17,0.2,200,2,5,1677,3031,11,6,1,1,1
1708,1,2.4,1,18,1,49,0.1,109,1,19,517,3388,6,16,1,1,1
1151,1,2.9,1,0,0,31,0.6,128,8,1,1560,2377,18,13,1,0,0
1578,0,1.9,1,2,1,37,0.1,138,4,19,1226,2458,19,3,0,1,0
1689,0,1.8,0,17,0,24,0.3,127,3,18,1200,2766,7,7,1,1,1
1488,0,0.5,0,1,0,39,0.8,112,5,6,1647,3054,14,19,0,0,1
1313,1,1.8,1,4,0,9,0.4,105,1,6,1308,3791,11,6,1,1,1
1715,0,1,1,4,1,31,0.5,83,8,17,1615,625,17,13,0,0,0
1442,0,1,1,0,0,27,0.1,192,3,19,687,2227,6,20,1,0,0
528,0,1.7,0,12,1,6,0.8,142,2,15,637,3256,9,6,1,0,0
1523,1,1.8,0,6,1,11,0.1,129,1,8,1606,707,19,19,1,0,0
1133,0,1.4,0,3,0,42,0.1,199,5,12,1543,1457,18,20,0,1,0
1718,1,2.5,1,14,1,6,0.1,183,5,16,980,3755,7,8,1,1,1
1330,0,0.5,0,0,0,38,1,183,7,1,1441,1733,9,11,0,1,0
1799,1,0.5,0,0,0,49,0.4,107,4,2,1383,720,12,11,1,1,0
633,1,2.2,0,0,1,49,0.1,139,8,1,1009,3560,11,16,1,1,0
724,0,2.7,1,0,0,44,0.5,187,7,0,1754,2311,7,7,0,0,0
822,1,0.5,0,0,1,51,0.3,157,6,20,860,3846,10,3,0,0,1
1918,0,1.9,0,2,0,10,0.6,110,5,10,1543,1717,7,16,1,1,0
1891,0,2.8,0,7,1,37,0.4,129,7,14,1108,3704,8,11,0,0,1
1373,1,1,1,2,0,50,0.2,127,7,12,673,3800,8,14,0,0,1
862,1,0.8,1,3,0,23,0.4,165,2,15,1758,278,16,11,0,1,0
1273,0,1,0,3,1,48,0.4,99,4,15,886,1767,18,11,1,0,0
957,1,2.5,0,4,0,7,0.8,107,5,10,1485,1846,12,7,0,1,0
1617,1,1.3,1,3,1,30,0.7,105,2,4,1038,829,9,10,0,0,0
893,0,2.5,1,0,0,55,0.6,183,2,1,946,2986,7,6,1,1,0
1210,0,0.5,0,0,0,63,0.1,93,5,0,1462,2394,17,7,0,0,0
708,1,2.7,1,0,1,63,1,195,8,7,654,2169,6,7,1,1,0
835,0,1.1,1,2,0,7,0.2,101,4,7,1604,1181,13,15,1,1,0
1450,1,2.7,1,9,0,19,0.6,131,1,17,1882,575,15,12,0,0,0
973,1,1.5,0,5,1,57,0.2,190,7,16,1816,2977,6,2,0,0,0
601,1,1.4,0,4,1,4,0.1,154,4,13,765,532,12,10,1,1,0
507,1,0.5,1,1,0,32,0.5,141,7,11,1398,1702,17,5,1,1,0
564,0,1.8,1,0,1,51,0.5,168,3,1,1980,1074,14,15,1,0,0
1559,1,1.6,1,6,1,6,0.5,162,6,17,1559,3352,9,3,1,1,1
754,0,0.5,1,7,1,59,0.7,178,7,10,1928,1027,6,5,0,0,0
728,0,2.7,1,0,0,25,0.2,88,4,1,1529,2039,5,12,1,1,0
1431,1,0.5,0,0,1,56,0.6,191,1,1,952,461,7,8,0,0,0
767,0,1.5,0,4,0,28,0.7,175,4,10,1517,527,10,15,1,0,0
1722,0,2.6,0,8,0,18,0.8,177,2,16,1741,3271,14,15,0,1,1
1992,1,1.6,0,5,1,57,1,100,2,15,1596,606,9,4,1,1,0
1876,0,0.5,0,10,1,40,0.3,86,6,14,1564,2513,10,16,1,0,1
1054,0,1.1,1,10,1,38,0.4,136,6,12,1222,1675,18,14,1,1,0
1283,1,1.6,1,4,0,47,0.9,93,5,5,692,2698,9,17,1,0,0
1281,1,2.3,1,0,0,28,0.3,148,1,6,1617,1129,12,6,1,0,0
1066,0,0.6,0,2,1,7,0.9,114,7,18,1571,468,19,6,1,0,0
730,0,2.1,1,0,1,4,0.1,89,8,2,1247,1210,19,4,1,1,0
1053,1,0.8,1,7,1,45,0.3,103,1,12,1767,3086,17,5,1,1,1
1611,1,0.5,1,11,0,3,0.6,98,3,14,714,1595,8,9,0,1,0
793,0,1,1,5,1,30,0.9,133,2,15,1935,2332,17,14,1,1,0
1220,0,2.9,0,3,0,62,0.5,125,4,8,1933,2589,19,15,1,1,0
1662,0,0.5,0,0,1,61,0.8,126,4,13,1509,3760,9,13,1,1,1
1281,1,2.8,1,3,1,8,0.3,144,4,19,954,1851,8,9,1,0,0
538,0,0.8,0,12,1,2,0.8,177,7,13,662,417,8,9,0,1,0
823,1,0.5,0,0,0,39,0.4,187,8,4,888,294,13,11,0,1,0
1733,1,2.8,0,3,1,36,1,119,6,20,527,3576,17,9,0,0,1
1429,0,1.5,1,0,1,40,0.9,100,3,14,820,3945,11,18,0,1,1
1839,1,1.2,0,9,1,54,0.5,200,7,11,1493,927,19,18,0,1,0
659,0,2.7,0,6,1,6,0.5,110,3,7,1929,2044,15,2,0,1,0
1953,1,2.1,1,7,0,56,0.1,158,8,9,764,2334,11,4,0,0,0
1172,0,1.9,0,0,1,27,0.7,164,1,3,1092,1477,12,6,0,0,0
612,1,1.9,1,6,0,16,0.3,102,7,7,1891,3161,8,3,0,0,1
1563,0,2.4,0,0,1,24,0.2,170,8,0,1699,3660,7,5,1,0,1
1191,0,1.3,1,16,1,26,0.8,84,1,20,683,1604,14,9,0,1,0
615,1,0.5,1,0,0,42,0.6,163,6,4,1664,2211,7,18,0,1,0
1893,1,2.1,1,8,0,63,0.2,134,2,11,763,3822,14,18,1,1,1
1563,0,1.7,1,10,0,16,0.1,151,7,13,572,3922,11,8,0,1,1
1995,1,1.9,0,6,0,9,0.8,139,6,18,1963,1203,14,18,1,1,0
1517,0,0.5,0,6,1,48,0.6,143,5,14,1489,2822,15,11,1,1,1
832,0,1.6,1,1,1,34,0.3,108,5,5,1294,447,15,12,1,0,0
1162,0,2,0,0,1,56,0.7,114,7,1,997,1652,5,20,0,0,0
1595,1,2.6,0,7,0,12,0.3,121,8,19,655,3608,15,16,1,0,1
1329,1,1,0,1,0,52,0.9,181,6,2,1458,1228,8,6,0,1,0
928,1,0.5,1,11,0,56,0.7,80,8,13,1243,666,19,5,1,0,0
1656,1,0.5,1,8,1,38,0.1,105,7,17,519,1499,12,19,0,1,0
1937,1,1.7,0,17,0,58,0.6,189,1,19,1767,3321,5,14,1,0,1
977,1,1.1,1,2,0,57,0.6,181,6,7,566,1206,7,8,1,1,0
768,1,0.9,0,16,1,56,0.1,113,1,20,515,952,19,16,0,1,0
1464,1,0.5,1,11,0,12,0.9,117,2,14,1168,3927,5,15,1,1,1
1177,0,0.9,0,1,1,29,0.4,191,2,8,882,311,18,19,0,0,0
1348,0,2,0,18,0,52,0.3,98,3,20,1942,955,18,7,1,1,0
1956,0,2.2,0,0,1,37,0.5,87,3,2,776,1109,13,19,1,0,0
1751,0,0.5,1,6,0,8,0.6,178,6,20,564,2969,8,17,0,1,0
1530,0,2,0,11,0,42,0.8,177,6,13,1975,725,11,19,0,1,0
1997,1,1.8,1,1,0,40,0.5,185,4,8,1212,1655,7,15,0,0,0
1414,1,1.5,1,5,0,44,0.5,180,2,6,1118,3490,16,13,1,0,1
1707,0,1.4,0,0,0,41,0.8,80,7,2,1388,1774,12,10,0,0,0
894,0,0.5,1,1,1,50,0.5,199,3,14,1462,3615,13,6,0,1,1
645,0,1.2,0,6,1,41,0.7,184,8,17,1130,714,18,13,1,0,0
1163,0,2.8,1,0,0,49,0.6,155,2,0,754,2768,19,12,0,1,0
1126,0,0.7,0,3,0,49,0.9,165,8,17,1726,3739,14,13,0,0,1
1648,0,0.7,0,6,1,64,0.8,170,4,9,1876,610,8,6,1,0,0
1170,1,0.9,0,6,1,14,0.4,199,2,13,709,715,18,20,0,1,0
508,0,0.8,0,7,1,42,0.3,94,1,8,557,663,13,7,0,0,0
1097,0,2.1,1,6,0,64,0.2,161,3,8,1914,1725,14,9,0,1,0
