@relation 'SRS 10-weka.filters.unsupervised.attribute.Remove-R19'

@attribute battery_power numeric
@attribute blue {0,1}
@attribute clock_speed numeric
@attribute dual_sim {0,1}
@attribute fc numeric
@attribute four_g {0,1}
@attribute int_memory numeric
@attribute m_dep numeric
@attribute mobile_wt numeric
@attribute n_cores numeric
@attribute pc numeric
@attribute px_width numeric
@attribute ram numeric
@attribute sc_h numeric
@attribute talk_time numeric
@attribute touch_screen {0,1}
@attribute wifi {0,1}
@attribute price_category {0,1}

@data
914,1,0.9,0,2,0,4,0.8,100,2,12,1495,808,11,5,1,0,0
856,1,1.1,1,14,1,19,0.7,125,6,19,1931,650,17,10,0,1,0
1948,0,2.8,1,5,1,18,0.2,135,2,14,571,816,16,3,0,0,0
564,0,1.8,1,0,1,51,0.5,168,3,1,1980,1074,14,15,1,0,0
582,0,0.5,0,8,0,32,0.7,107,3,11,1702,2977,6,20,1,1,0
1663,1,2.5,1,13,1,27,0.3,169,4,14,1439,2084,7,18,0,0,0
797,1,1.5,1,4,0,18,0.6,81,8,20,1466,2052,9,14,1,1,0
689,0,2.9,1,3,1,7,0.8,147,2,6,722,1241,9,16,0,0,0
1753,0,0.7,0,4,0,40,0.6,191,4,11,1983,1112,8,15,1,1,0
1042,0,2.2,0,15,1,11,0.6,139,5,16,1018,2826,18,2,0,0,0
832,0,1.6,1,1,1,34,0.3,108,5,5,1294,447,15,12,1,0,0
1590,0,0.6,1,0,0,7,0.3,122,3,17,1595,1201,12,18,1,1,0
1201,1,0.5,0,1,1,10,0.4,198,6,5,1723,726,11,3,1,0,0
1527,0,2.7,0,10,1,60,0.1,154,5,14,1116,2078,5,11,1,1,0
841,1,0.5,1,8,0,39,0.1,199,6,13,828,2942,11,16,1,1,0
831,0,1.7,1,7,1,26,0.7,177,5,11,621,1704,6,20,1,1,0
769,1,1.2,0,2,0,17,0.1,95,8,4,1454,1877,18,11,0,1,0
660,0,0.5,0,5,1,40,0.5,111,2,10,1178,588,6,18,1,1,0
1791,1,0.5,1,1,1,33,0.5,110,5,4,682,594,17,16,0,1,0
1339,1,0.5,1,10,1,21,0.5,80,4,11,1441,867,8,3,1,0,0
1486,0,2.6,0,7,0,52,0.1,85,4,15,1747,297,13,15,1,0,0
1676,0,1.6,0,2,0,37,0.2,145,1,3,1197,2515,14,4,0,1,0
1991,1,2.7,0,5,1,64,0.9,145,2,13,1325,1733,5,8,1,0,0
1487,0,1.5,0,5,1,42,0.8,120,2,7,989,2003,12,3,0,0,0
1864,0,1.4,0,8,1,46,0.7,178,1,12,981,2686,11,18,1,1,0
1827,0,1.7,0,4,1,39,0.5,128,5,16,1020,2844,14,10,1,0,0
1519,0,2.9,0,2,0,30,0.7,112,7,8,1702,2440,9,10,1,1,0
819,1,2.5,1,0,1,11,0.2,83,8,1,822,1094,10,15,0,0,0
1202,1,2.4,1,0,0,19,0.1,122,2,1,1742,595,19,3,0,0,0
1802,1,1.2,1,8,0,27,0.5,116,5,16,963,1885,10,7,1,0,0
1189,1,2.3,0,13,0,8,0.5,198,3,14,932,893,9,13,1,0,0
1776,1,2.1,1,10,0,35,0.1,172,4,16,623,1813,16,20,1,1,0
643,0,1,0,9,1,18,0.2,187,8,12,1079,2648,7,18,1,1,0
1620,1,2.2,1,0,1,30,0.2,185,3,3,1033,606,6,18,0,0,0
1002,0,2.7,1,16,1,11,0.4,185,6,18,512,961,10,19,0,1,0
545,0,0.5,0,0,1,11,0.3,131,3,1,1452,616,15,19,1,1,0
1349,1,2.2,1,5,0,55,0.1,105,7,7,1019,2462,15,17,0,1,0
581,0,0.6,0,5,1,56,0.2,180,2,10,565,354,10,13,1,1,0
852,0,1,1,4,1,62,0.7,104,7,13,1159,2253,17,7,1,0,0
1657,1,2.4,0,3,0,42,0.1,198,5,16,1796,2597,18,14,0,0,1
719,1,0.5,1,0,1,23,0.4,113,6,9,1727,3990,14,12,1,1,1
825,0,2.9,1,0,0,34,0.8,99,8,17,1866,2915,8,10,1,0,1
1157,1,0.8,0,7,0,27,0.1,88,8,8,1798,2885,8,2,0,1,1
1522,0,2.2,0,4,0,21,0.7,162,6,11,1696,3767,15,16,0,1,1
1027,0,0.5,0,2,1,64,0.9,103,2,7,1747,3786,17,12,0,0,1
1980,0,0.5,1,2,1,29,0.8,177,1,13,1910,3865,12,18,0,0,1
790,0,0.5,1,7,1,44,0.1,89,8,8,1437,3424,13,9,1,0,1
1071,0,2.6,0,0,0,49,0.3,199,4,5,1970,3393,6,7,0,0,1
843,0,1.8,1,0,0,16,0.1,166,5,6,1096,3673,12,20,0,1,1
1034,1,2.7,1,6,0,37,0.7,120,7,20,1199,3625,17,12,1,1,1
1982,0,1.1,0,12,0,24,0.1,129,7,16,1873,3511,16,15,1,1,1
1934,1,2.6,1,0,1,46,0.1,103,1,17,1299,2940,13,2,1,1,1
732,1,2.3,1,7,1,39,0.6,188,7,11,1554,3681,19,15,1,1,1
1836,1,2.1,1,0,1,30,0.2,184,7,15,1230,3072,7,5,1,0,1
1108,0,1,0,3,0,49,0.7,140,5,12,1666,3254,12,16,0,0,1
1007,0,2,0,0,0,45,0.1,95,5,2,1529,3648,9,16,0,0,1
1497,1,0.9,1,4,1,10,0.1,153,8,20,977,3696,9,3,0,1,1
580,1,1.2,1,0,0,47,0.9,91,3,1,1345,3451,15,11,1,0,1
1342,0,1,0,0,1,31,0.6,86,7,1,1638,2746,15,10,1,0,1
1429,0,1.5,1,0,1,40,0.9,100,3,14,820,3945,11,18,0,1,1
1590,0,1.5,1,12,1,14,0.5,187,4,15,1109,2836,6,4,0,0,1
1727,0,2.1,0,2,1,63,0.6,85,7,8,1992,2457,19,7,0,1,1
1724,0,2,1,2,1,57,0.5,177,3,5,1924,2822,19,16,1,0,1
1444,1,2.1,0,9,0,38,0.4,104,7,16,917,3764,14,10,0,0,1
1589,1,2.2,1,2,0,58,0.1,128,4,4,1911,3961,16,14,0,1,1
1502,1,1.2,0,0,0,54,0.2,138,5,12,588,3693,17,16,1,0,1
1436,0,2.5,1,0,1,42,0.9,124,8,1,1836,2736,12,19,1,0,1
1523,1,2.4,0,5,1,57,0.2,117,2,6,539,3971,18,10,1,1,1
1425,1,0.6,0,0,1,33,0.5,89,3,2,1648,3771,10,9,0,1,1
1733,1,2.8,0,3,1,36,1,119,6,20,527,3576,17,9,0,0,1
1090,1,2.3,0,1,1,8,0.6,128,8,8,1670,3839,17,11,0,1,1
1005,0,0.5,0,0,0,46,0.4,133,8,17,1556,3884,17,20,1,1,1
1977,0,1.3,1,2,0,31,0.4,173,8,6,1356,2641,8,7,0,0,1
917,1,0.5,0,1,1,31,0.5,88,6,2,909,3424,19,13,1,0,1
987,1,2.3,0,9,0,17,0.8,124,7,17,1274,3885,11,14,1,0,1
912,0,0.5,1,0,0,58,0.3,107,5,1,1723,3573,17,20,1,0,1
1697,1,0.7,0,1,1,34,0.1,95,1,3,1264,3701,15,8,1,0,1
1492,1,1.5,0,5,0,11,0.9,85,3,7,1746,2259,14,19,1,1,1
1053,1,0.8,1,7,1,45,0.3,103,1,12,1767,3086,17,5,1,1,1
1086,0,2.7,0,0,1,24,0.1,135,8,19,1976,3930,17,18,1,1,1
1000,1,0.5,0,12,0,63,0.7,179,8,18,1761,3744,11,7,0,1,1
519,1,1.6,1,7,1,51,0.3,132,4,19,645,3763,16,4,0,1,1
839,0,2,1,0,0,14,0.4,175,7,3,1391,3835,15,11,0,0,1
1889,0,2.8,0,5,1,31,1,132,1,10,1106,3672,5,3,1,1,1
603,1,2.5,1,3,0,35,0.7,126,3,16,1057,3703,13,9,0,1,1
1595,1,0.8,1,0,1,44,0.7,85,4,20,1838,3881,14,9,0,1,1
832,1,0.5,1,1,1,5,0.1,165,5,2,1944,3946,12,14,1,1,1
864,0,2.5,0,10,1,24,0.7,148,4,15,1378,3964,13,12,1,0,1
1960,1,2.3,1,1,1,61,0.3,86,7,3,1299,3865,10,11,0,0,1
